time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
45.130993,-0.9471083879470825,-0.1329154670238495,0.26977241039276123,-0.03838646784424782,-0.4689355194568634,0.01404302753508091
45.183997,-0.9493299126625061,-0.1346040517091751,0.26782283186912537,-0.042662523686885834,-0.4689355194568634,0.015264758840203285
45.211949,-0.9485893845558167,-0.1331566870212555,0.26782283186912537,-0.042662523686885834,-0.4689355194568634,0.015264758840203285
45.214768,-0.9485893845558167,-0.1331566870212555,0.26782283186912537,-0.042662523686885834,-0.4689355194568634,0.015264758840203285
45.217547,-0.9485893845558167,-0.1341215968132019,0.2702597975730896,-0.04235709458589554,-0.46527034044265747,0.014959326013922691
45.253125,-0.949576735496521,-0.1326742321252823,0.26782283186912537,-0.042662523686885834,-0.4637431800365448,0.015570191666483879
45.296741,-0.9493299126625061,-0.13170933723449707,0.2700161337852478,-0.040524497628211975,-0.46618664264678955,0.011904999613761902
45.332172,-0.9466147422790527,-0.1331566870212555,0.26928502321243286,-0.04144079238176346,-0.4677138030529022,0.011904999613761902
45.376064,-0.9498235583305359,-0.1336391568183899,0.26977241039276123,-0.040524497628211975,-0.4655757546424866,0.014959326013922691
45.419677,-0.9488362669944763,-0.1336391568183899,0.2687976062297821,-0.04541141912341118,-0.46710291504859924,0.015875622630119324
45.463441,-0.9485893845558167,-0.1326742321252823,0.2675791382789612,-0.0441896878182888,-0.4677138030529022,0.01648648828268051
45.498908,-0.9485893845558167,-0.1338803768157959,0.2702597975730896,-0.04144079238176346,-0.46191057562828064,0.016181055456399918
45.542476,-0.9500704407691956,-0.1338803768157959,0.2683102488517761,-0.042051658034324646,-0.46191057562828064,0.012210432440042496
45.586168,-0.949576735496521,-0.13508650660514832,0.2687976062297821,-0.04021906480193138,-0.469546377658844,0.014348460361361504
45.621725,-0.9488362669944763,-0.1331566870212555,0.26806652545928955,-0.04113536328077316,-0.46618664264678955,0.016181055456399918
45.665272,-0.9515514373779297,-0.13508650660514832,0.2687976062297821,-0.04113536328077316,-0.4683246612548828,0.015570191666483879
45.709071,-0.9480957388877869,-0.1326742321252823,0.2700161337852478,-0.04296795651316643,-0.46649205684661865,0.014653893187642097
45.752772,-0.9510577321052551,-0.13532774150371552,0.2656295895576477,-0.04235709458589554,-0.47107353806495667,0.017402786761522293
45.788328,-0.9448868632316589,-0.13002075254917145,0.2717219889163971,-0.04327338933944702,-0.4637431800365448,0.011599566787481308
45.831906,-0.9542666077613831,-0.13605140149593353,0.26806652545928955,-0.039608199149370193,-0.4689355194568634,0.014348460361361504
45.884223,-0.9483425617218018,-0.1336391568183899,0.267335444688797,-0.04082992672920227,-0.46160513162612915,0.012821297161281109
45.919792,-0.9520450830459595,-0.1331566870212555,0.2719656825065613,-0.038081035017967224,-0.47107353806495667,0.01251586526632309
45.963386,-0.9480957388877869,-0.1336391568183899,0.26660436391830444,-0.03991363197565079,-0.47198984026908875,0.015570191666483879
46.019634,-0.9493299126625061,-0.13243302702903748,0.2719656825065613,-0.03716473653912544,-0.47198984026908875,0.015264758840203285
46.043146,-0.9485893845558167,-0.13484527170658112,0.2661169469356537,-0.04327338933944702,-0.4634377360343933,0.014653893187642097
46.084272,-0.9510577321052551,-0.13484527170658112,0.26806652545928955,-0.04480055347084999,-0.47076812386512756,0.01404302753508091
46.143197,-0.9490830302238464,-0.13484527170658112,0.2690412998199463,-0.04021906480193138,-0.46740835905075073,0.015264758840203285
46.184255,-0.9488362669944763,-0.1341215968132019,0.2683102488517761,-0.04296795651316643,-0.464964896440506,0.015264758840203285
46.207813,-0.9488362669944763,-0.1338803768157959,0.26928502321243286,-0.042662523686885834,-0.46588119864463806,0.015570191666483879
46.266540,-0.9476020336151123,-0.13195057213306427,0.2702597975730896,-0.042662523686885834,-0.46679750084877014,0.01373759564012289
46.307514,-0.9503172039985657,-0.1338803768157959,0.26782283186912537,-0.04113536328077316,-0.4643540382385254,0.01373759564012289
46.331036,-0.9498235583305359,-0.13556894659996033,0.2675791382789612,-0.04235709458589554,-0.4726007282733917,0.01251586526632309
46.418317,-0.9480957388877869,-0.1338803768157959,0.26928502321243286,-0.04082992672920227,-0.4680192172527313,0.014348460361361504
46.454238,-0.9483425617218018,-0.13170933723449707,0.2700161337852478,-0.0441896878182888,-0.4643540382385254,0.01404302753508091
46.528131,-0.9510577321052551,-0.1343628168106079,0.2687976062297821,-0.042051658034324646,-0.4643540382385254,0.01404302753508091
46.551624,-0.9485893845558167,-0.1341215968132019,0.2690412998199463,-0.04082992672920227,-0.46129971742630005,0.013126729987561703
46.592657,-0.9488362669944763,-0.1341215968132019,0.2683102488517761,-0.043578822165727615,-0.4634377360343933,0.015875622630119324
46.634277,-0.949576735496521,-0.1329154670238495,0.2687976062297821,-0.043578822165727615,-0.46068882942199707,0.014653893187642097
46.675534,-0.9498235583305359,-0.1338803768157959,0.26977241039276123,-0.0444951206445694,-0.4628268778324127,0.014348460361361504
46.699053,-0.9498235583305359,-0.13219179213047028,0.2683102488517761,-0.04174622893333435,-0.4582453668117523,0.08979032188653946
46.757800,-0.9466147422790527,-0.1333979219198227,0.26928502321243286,-0.03991363197565079,-0.46618664264678955,0.014653893187642097
46.816280,-0.9483425617218018,-0.1343628168106079,0.2685539424419403,-0.04327338933944702,-0.46527034044265747,0.014653893187642097
46.822327,-0.9490830302238464,-0.1343628168106079,0.2687976062297821,-0.040524497628211975,-0.4631322920322418,0.017708219587802887
46.882238,-0.9498235583305359,-0.1329154670238495,0.27099090814590454,-0.042662523686885834,-0.4637431800365448,0.01648648828268051
46.924434,-0.9480957388877869,-0.1341215968132019,0.26928502321243286,-0.0393027663230896,-0.46191057562828064,0.01648648828268051
46.966572,-0.9485893845558167,-0.1326742321252823,0.2687976062297821,-0.03991363197565079,-0.46191057562828064,0.015570191666483879
46.990413,-0.9480957388877869,-0.13219179213047028,0.26952871680259705,-0.04235709458589554,-0.46618664264678955,0.013432162813842297
47.031647,-0.9488362669944763,-0.13243302702903748,0.2687976062297821,-0.042051658034324646,-0.4640485942363739,0.015570191666483879
47.090591,-0.9513046145439148,-0.1336391568183899,0.26952871680259705,-0.042051658034324646,-0.46679750084877014,0.013126729987561703
47.132145,-0.9485893845558167,-0.13508650660514832,0.26806652545928955,-0.04082992672920227,-0.4677138030529022,0.013126729987561703
47.138217,-0.9488362669944763,-0.1338803768157959,0.2675791382789612,-0.040524497628211975,-0.46099427342414856,0.015264758840203285
47.197069,-0.9485893845558167,-0.1346040517091751,0.2675791382789612,-0.040524497628211975,-0.46710291504859924,0.01404302753508091
47.238639,-0.9485893845558167,-0.13195057213306427,0.2705034911632538,-0.0393027663230896,-0.46710291504859924,0.012821297161281109
47.262413,-0.9488362669944763,-0.1336391568183899,0.2683102488517761,-0.0441896878182888,-0.4634377360343933,0.01404302753508091
47.286100,-0.9488362669944763,-0.1331566870212555,0.2700161337852478,-0.04296795651316643,-0.4686300754547119,0.013432162813842297
47.345187,-0.9483425617218018,-0.1343628168106079,0.2687976062297821,-0.04480055347084999,-0.4646594524383545,0.015570191666483879
47.404600,-0.9480957388877869,-0.1331566870212555,0.26782283186912537,-0.04296795651316643,-0.4689355194568634,0.013126729987561703
47.428563,-0.9488362669944763,-0.1336391568183899,0.2670917510986328,-0.04144079238176346,-0.47107353806495667,0.014653893187642097
47.470177,-0.949576735496521,-0.1329154670238495,0.27220937609672546,-0.03777560219168663,-0.46649205684661865,0.014348460361361504
47.529131,-0.949576735496521,-0.1326742321252823,0.2690412998199463,-0.03777560219168663,-0.4597725570201874,0.014348460361361504
47.570620,-0.9500704407691956,-0.1341215968132019,0.2685539424419403,-0.03777560219168663,-0.4655757546424866,0.014348460361361504
47.576712,-0.9498235583305359,-0.1336391568183899,0.26928502321243286,-0.03991363197565079,-0.4646594524383545,0.013432162813842297
47.635907,-0.9480957388877869,-0.1331566870212555,0.26928502321243286,-0.042051658034324646,-0.464964896440506,0.013126729987561703
47.695173,-0.9498235583305359,-0.13243302702903748,0.2702597975730896,-0.045105986297130585,-0.4692409634590149,0.014348460361361504
47.736459,-0.9483425617218018,-0.1329154670238495,0.26928502321243286,-0.04082992672920227,-0.464964896440506,0.014653893187642097
47.760147,-0.9483425617218018,-0.1331566870212555,0.26977241039276123,-0.04174622893333435,-0.46618664264678955,0.013126729987561703
47.801623,-0.947848916053772,-0.1331566870212555,0.26977241039276123,-0.04296795651316643,-0.4628268778324127,0.014959326013922691
47.862923,-0.9473552107810974,-0.13243302702903748,0.2690412998199463,-0.043578822165727615,-0.46191057562828064,0.014348460361361504
47.917171,-0.9510577321052551,-0.13243302702903748,0.2658732533454895,-0.04144079238176346,-0.464964896440506,0.014959326013922691
47.953225,-0.9468615055084229,-0.13484527170658112,0.26928502321243286,-0.04144079238176346,-0.4680192172527313,0.014959326013922691
48.026374,-0.9493299126625061,-0.1341215968132019,0.2685539424419403,-0.04113536328077316,-0.4683246612548828,0.014959326013922691
48.050100,-0.947848916053772,-0.13195057213306427,0.2690412998199463,-0.04235709458589554,-0.46679750084877014,0.01373759564012289
48.108697,-0.9485893845558167,-0.1329154670238495,0.2690412998199463,-0.04174622893333435,-0.46679750084877014,0.014959326013922691
48.167586,-0.9483425617218018,-0.1333979219198227,0.2690412998199463,-0.04296795651316643,-0.470157265663147,0.013432162813842297
48.189953,-0.9468615055084229,-0.1341215968132019,0.2700161337852478,-0.04144079238176346,-0.4680192172527313,0.014348460361361504
48.225762,-0.949576735496521,-0.1338803768157959,0.2702597975730896,-0.04174622893333435,-0.4640485942363739,0.014348460361361504
48.277068,-0.9476020336151123,-0.1331566870212555,0.2675791382789612,-0.045105986297130585,-0.46649205684661865,0.014653893187642097
48.335064,-0.949576735496521,-0.1338803768157959,0.26977241039276123,-0.045105986297130585,-0.46527034044265747,0.015264758840203285
48.376471,-0.9476020336151123,-0.1329154670238495,0.2687976062297821,-0.043578822165727615,-0.4637431800365448,0.015264758840203285
48.400124,-0.9476020336151123,-0.1329154670238495,0.27074718475341797,-0.04388425499200821,-0.46099427342414856,0.014348460361361504
48.458722,-0.9488362669944763,-0.1338803768157959,0.2687976062297821,-0.04327338933944702,-0.46740835905075073,0.014653893187642097
48.517420,-0.9480957388877869,-0.1326742321252823,0.26928502321243286,-0.04144079238176346,-0.4640485942363739,0.014653893187642097
48.523470,-0.9490830302238464,-0.1331566870212555,0.26952871680259705,-0.04113536328077316,-0.4643540382385254,0.014348460361361504
48.582056,-0.9493299126625061,-0.13484527170658112,0.26952871680259705,-0.0393027663230896,-0.46679750084877014,0.014348460361361504
48.641058,-0.947848916053772,-0.13484527170658112,0.2712346017360687,-0.04174622893333435,-0.4680192172527313,0.014653893187642097
48.664595,-0.9483425617218018,-0.1326742321252823,0.2712346017360687,-0.040524497628211975,-0.4637431800365448,0.014959326013922691
48.705684,-0.949576735496521,-0.1326742321252823,0.2700161337852478,-0.04327338933944702,-0.46679750084877014,0.012210432440042496
48.764280,-0.9490830302238464,-0.1331566870212555,0.2690412998199463,-0.03869190067052841,-0.46679750084877014,0.016181055456399918
48.787904,-0.9468615055084229,-0.1331566870212555,0.27099090814590454,-0.04235709458589554,-0.46710291504859924,0.013432162813842297
